listing_id,host_name,last_review,description,room_type,price/usd,boroughs,neighbourhood
782554,Adela,2019-07-01,Great West Village 1 bdr apartment!,Entire home/apt,189,Manhattan,West Village
783202,Evelyn,2019-06-24,"Charming Apt off Bleecker, First Fl",Entire home/apt,190,Manhattan,West Village
783341,Jennifer,2019-06-21,Private Bedroom LOWER EAST SIDE,Private room,69,Manhattan,Lower East Side
783964,Massi & Ray,2019-06-01,GREAT ROOM Fast 2 TIMES SQ 9min NYC,Private room,70,Queens,Long Island City
784124,Aswad,2019-07-06,"New Flat, Great Light,  Unique Brooklyn Bungalow",Entire home/apt,149,Brooklyn,Bedford-Stuyvesant
784169,Nathalie,2019-06-21,"Sunny, Gorgeous West Village Home",Private room,160,Manhattan,West Village
785508,Christian & Carla,2019-07-02,Experience New York - A Locals Way,Private room,85,Manhattan,Washington Heights
786053,Gina,2019-06-01,"Sunny Rm #2, Air Conditioner, Park,Express Q train",Private room,45,Brooklyn,Prospect-Lefferts Gardens
786685,Lauren,2019-06-14,Big Brnstn Grdn Apt 2 stops to Midtown,Entire home/apt,225,Manhattan,Harlem
786843,Mariana,2019-07-02,PRIVATE ROOFTOP +BEST LOCATION+COZY,Entire home/apt,145,Brooklyn,Williamsburg
786955,Dawn,2019-07-02,West Village - Gorgeous Studio Apt.,Entire home/apt,210,Manhattan,West Village
788005,Rita,2019-03-16,"Spacious 1 Bedroom Apt, Prospect Hts/Park Slope",Entire home/apt,195,Brooklyn,Prospect Heights
790767,Michelle,2019-04-26,"East Village, Modern Apartment @ Astor Place",Entire home/apt,250,Manhattan,East Village
791452,Claudia,2019-07-05,Jazzy condo in Riverdale -fresh grown veggies,Entire home/apt,60,Bronx,Fieldston
792835,Martin,2019-06-27,Spacious Lower East Side Studio,Entire home/apt,159,Manhattan,Lower East Side
794156,Linna,2019-01-03,Lincoln Center  luxury condo,Entire home/apt,210,Manhattan,Upper West Side
794567,Rachel,2019-06-22,Brooklyn Oasis - Master Bedroom.,Private room,82,Brooklyn,Prospect-Lefferts Gardens
795198,Stephanie,2019-06-07,"Big City of Dreams, East Village!",Private room,75,Manhattan,East Village
795680,Fran,2019-01-06,Upper East side cozy 1 bdr apt,Entire home/apt,105,Manhattan,Upper East Side
796523,Doris,2019-01-02,Rustic Modern Duplex Brownstone,Entire home/apt,150,Brooklyn,Crown Heights
797972,Ms,2019-06-28,Spacious 1 Bdrm in BEST location!!,Entire home/apt,130,Manhattan,Gramercy
798429,Martin,2019-06-17,Modern 1-bedroom in Harlem Heights,Entire home/apt,115,Manhattan,Harlem
799319,Sarah,2019-05-13,Peaceful Garden Sanctuary best part of Brooklyn!,Entire home/apt,128,Brooklyn,Fort Greene
799484,Mike,2019-03-11,E'33-EMPIRE STATE -PERFECT SPAC,Entire home/apt,116,Manhattan,Kips Bay
799945,Obed,2019-06-29,"Very Small Room, Old Historic Brooklyn Townhouse",Private room,40,Brooklyn,Fort Greene
801281,Stefan,2019-01-04,Cozy Modern LES Apt-Prime Location,Entire home/apt,158,Manhattan,Lower East Side
801626,Lisel,2019-05-26,CBG HelpsHaiti #5 Suite,Private room,115,Brooklyn,Park Slope
802498,Michelle,2019-06-30,Manhattan *SuperHost* Luxury Master Bedrm PRIVATE,Private room,85,Manhattan,Harlem
803237,Arsenio,2019-01-02,Duplex with two terraces and a view,Entire home/apt,250,Brooklyn,Crown Heights
803778,Jenny,2019-05-31,Luxury Loft Noho New York City,Entire home/apt,465,Manhattan,NoHo
804246,Michael,2019-06-30,"HUGE, PRIVATE, SUNLIT ROOM IN DOWNTOWN NYC LOFT!",Private room,195,Manhattan,Chinatown
804815,Tiffany,2019-06-18,Washington Heights homestay,Private room,36,Manhattan,Washington Heights
805028,Patrick,2019-01-04,"BOERUM HILL, Entire Home / Loft",Entire home/apt,200,Brooklyn,Boerum Hill
805218,Leah & Reed,2019-06-14,Private Room in Converted Loft,Private room,85,Brooklyn,Greenpoint
806038,Jacqueline & Tyas,2019-06-28,Home Sweet Room-SAPPHIRE-Queens NYC,Private room,45,Queens,Elmhurst
806040,Jacqueline & Tyas,2019-06-23,Home Sweet Room-EMERALD-Queens NYC!,Private room,45,Queens,Elmhurst
807535,Martina,2019-01-02,Spacious Private Bedroom Brooklyn - Williamsburg,Private room,79,Brooklyn,Williamsburg
808618,Renee,2019-06-08,Spacious & Sunny in Scenic Kw Gdns,Private room,60,Queens,Kew Gardens
808774,Julia,2019-04-26,Chic 1 bd apt in Prime Williamsburg,Entire home/apt,160,Brooklyn,Williamsburg
808851,Jhon,2019-06-23,Comfortable Room in UES - NYC,Private room,95,Manhattan,East Harlem
812467,Jesse,2019-06-23,"Vintage Chic Haven in Kensington, Brooklyn",Private room,49,Brooklyn,Kensington
812671,Angelina,2019-06-13,CSS (Central/Sunny/Spacious) 1 BR in Park Slope,Entire home/apt,190,Brooklyn,Park Slope
813225,Obed,2019-07-02,"Quirky, Exposed-Brick Cozy Room Brooklyn Townhouse",Private room,68,Brooklyn,Fort Greene
813554,Valeria,2019-05-28,Historic Park Slope Gem - 1br,Entire home/apt,185,Brooklyn,Park Slope
813793,Peter,2019-06-24,"Large, Private 2-BR Flat in the Lower East Side!",Entire home/apt,225,Manhattan,Lower East Side
814327,Jefry,2019-05-04,room in uper east side manhattan,Private room,81,Manhattan,Upper East Side
814616,Alta,2019-05-24,BIG STYLISH SUNNY EAST VILLAGE 1BR,Entire home/apt,199,Manhattan,East Village
814911,Albert,2019-05-12,TASTEFUL DESIGN + SPACE FOREVER,Private room,55,Brooklyn,Bushwick
815465,Jennifer,2019-06-11,Central Park North Guest House,Entire home/apt,135,Manhattan,Harlem
816637,Alvaro,2019-06-23,Big apartment with top view! 1 block from subway.,Entire home/apt,85,Queens,Sunnyside
817113,Ana,2019-06-23,large spaciousbrownstone house,Private room,109,Brooklyn,Crown Heights
818084,Annie,2019-05-31,Gorgeous sunny prime SoHo 1BR Apt.,Entire home/apt,290,Manhattan,Greenwich Village
818325,Shane,2019-06-01,Pied-à-Terre in Midtown Manhattan,Entire home/apt,148,Manhattan,Kips Bay
818337,Celeste,2019-06-22,Newly Reno Room with Private Bath^,Private room,57,Queens,Flushing
818481,Ale,2019-06-28,MANHATTAN BEAUTIFUL PIANO ROOM,Private room,60,Manhattan,Harlem
818518,Ale,2019-06-23,MANHATTAN BEAUTIFUL FIRESCAPE ROOM,Private room,60,Manhattan,Harlem
819206,Christopher,2019-06-24,Cute shared studio apartment,Shared room,45,Manhattan,East Harlem
819228,Ale,2019-05-28,MANHATTAN CONVENIENT 2 CLOSET ROOM,Private room,60,Manhattan,Harlem
819419,Tanjila,2019-05-27,"Entire Private, Spacious 1-BR in Ft. Greene",Entire home/apt,125,Brooklyn,Clinton Hill
819893,Ale,2019-05-19,MANHATTAN CONVENIENT NICE ROOM IN NYC,Private room,60,Manhattan,Harlem
819956,Jerbean,2019-01-02,"Home away from home,clean and cozy.",Private room,75,Brooklyn,Bedford-Stuyvesant
820710,Autumn,2019-01-01,1 large bedroom w/private bath,Private room,89,Brooklyn,Clinton Hill
820953,Amanda,2019-01-01,Entire Apt Yours! (5 Night Minimum),Entire home/apt,99,Brooklyn,Greenpoint
821135,Owen,2019-01-12,Bright Loft One Stop from Soho,Entire home/apt,170,Brooklyn,Downtown Brooklyn
822016,Seema,2019-07-03,1BR w/private bath in modern Prospect Heights apt,Private room,90,Brooklyn,Crown Heights
823520,Arthur,2019-07-03,ON HIGHLINE! Private room & bath,Private room,179,Manhattan,Chelsea
823618,Ettice,2019-06-20,"Large,sunny private room in Harlem",Private room,80,Manhattan,Harlem
823631,Ettice,2019-05-18,"Bright, cozy private room in Harlem",Private room,65,Manhattan,Harlem
823880,Anja,2019-07-04,"Clean Private Bedroom on Lower East Side,Manhattan",Private room,69,Manhattan,Lower East Side
825193,Jon,2019-05-09,Park Slope Apartment,Entire home/apt,155,Brooklyn,Park Slope
825486,Francesco,2019-06-18,1 BEDROOM APARTMENT IN UPPER EAST,Entire home/apt,135,Manhattan,Upper East Side
825545,Mike,2019-07-07,Clean cozy room central historic gay best area,Private room,120,Manhattan,Greenwich Village
825550,Jeff,2019-04-27,Luxury 1BD in Historic Carrol Gardens Brownstone,Entire home/apt,135,Brooklyn,Gowanus
826388,Adrian,2019-04-25,"Spacious & Comfy, Top of Central Pk",Private room,69,Manhattan,Harlem
826685,Keithan,2019-06-23,Dreamy Private Room in  Super Cool Bedstuy Apt.,Private room,51,Brooklyn,Bedford-Stuyvesant
826764,Marie,2019-06-02,Spacious Sunny Union Sq Room,Private room,65,Manhattan,Chelsea
827719,Shahar,2019-06-27,Experience Brooklyn like a True Brooklynite,Private room,60,Brooklyn,Clinton Hill
828553,Ms,2019-06-23,Location AND Space in the city!!,Entire home/apt,130,Manhattan,Gramercy
828685,Kayla,2019-06-10,Cute Room in Artist/Designers' Flat,Private room,70,Brooklyn,Bedford-Stuyvesant
828796,Gabe And Jane,2019-06-19,Large 2BR Apt in Brownstone,Entire home/apt,200,Brooklyn,Clinton Hill
829935,Bob,2019-06-12,Charming Backyard Apt in Townhouse,Entire home/apt,130,Manhattan,Washington Heights
830949,Rebecca,2019-06-20,DESIGNER LOFT W PRIVATE ROOFTOP & PANORAMIC VIEWS,Private room,79,Manhattan,East Village
832772,Scott,2019-03-02,NO PLACE LIKE YOUR NYC HOME! UPPER WEST SIDE 1BDRM,Entire home/apt,175,Manhattan,Upper West Side
833519,Vero,2019-01-01,Large Bedroom for 2 brickwall,Private room,40,Manhattan,Washington Heights
834190,Carol,2019-07-06,Manhattan Lux Loft.Like.Love.Lots.Look !,Private room,99,Manhattan,Lower East Side
836578,Jh,2019-05-13,Airy+Sunny 1bdrm- Steps to HighLine,Entire home/apt,240,Manhattan,Chelsea
836720,Manuel Alberto,2019-06-11,Brand New Bay House,Entire home/apt,400,Queens,College Point
837503,Casey,2019-06-21,❤️Feel@HOME Brooklyn Clinton Hill ❤️,Entire home/apt,96,Brooklyn,Bedford-Stuyvesant
838586,Ronny,2019-04-27,***HOT SPOT*** 2 blocks to L/G Trains *** Modern,Entire home/apt,200,Brooklyn,Williamsburg
840731,Joanna,2019-07-01,Historic East Village Townhouse,Entire home/apt,495,Manhattan,East Village
840794,Todd,2019-01-26,Big one bedroom located in Brooklyn,Entire home/apt,85,Brooklyn,Prospect Heights
841292,Aaron,2019-05-27,BIG room in fun loft – heart of NYC,Private room,109,Manhattan,Chelsea
841484,Andrew,2019-06-30,cozy charming apt - Lower East Side,Entire home/apt,175,Manhattan,Lower East Side
842167,Melanie,2019-05-28,1 BDR in Heart of Lower East side,Entire home/apt,150,Manhattan,Chinatown
843003,Jason,2019-04-30,Modern Two-Bedroom Balcony Apartment,Entire home/apt,107,Queens,Astoria
843036,Roman,2019-04-17,Beautiful apt uptown Manhattan,Entire home/apt,80,Manhattan,Washington Heights
843491,Celeste,2019-01-04,Clean 1 bedroom with private bath :),Private room,80,Queens,Flushing
843524,Alex & Britta,2019-07-01,A Little Palace in Brooklyn for Shoots and Events,Entire home/apt,800,Brooklyn,Bushwick
844319,Camille,2019-06-13,"XL 90m2 2BR Victorian area,sleeps 7",Entire home/apt,130,Brooklyn,Flatbush
845417,Felix,2019-05-20,LOVELY LOFT | 24H DOORMAN | PERFECT,Entire home/apt,260,Manhattan,Lower East Side
845517,Ian,2019-05-26,Queen-sized Room Avail in Huge 2 bdrm/2bth loft.,Private room,36,Brooklyn,Clinton Hill
846190,Lewis,2019-06-27,Modern condo close to Prospect park,Entire home/apt,140,Brooklyn,Prospect-Lefferts Gardens
846275,Ren,2019-06-21,"BEST LOWER EAST SIDE APT, SLEEPS 4 COMFORTABLY.",Entire home/apt,145,Manhattan,Lower East Side
846470,Pam,2019-05-11,"COZY SUNNY ROOM, BLOCK 4RM TRAIN :)",Private room,75,Brooklyn,Williamsburg
846854,Dirk,2019-06-08,Large Garden Duplex on Park block,Entire home/apt,300,Manhattan,Upper West Side
846871,Dee,2019-06-23,"Cozy 1 BR near Central Park, AMNH, The MET & More",Private room,131,Manhattan,Upper West Side
848087,Luca,2019-06-04,Great light-filled 1BR in Brooklyn,Entire home/apt,100,Brooklyn,Bedford-Stuyvesant
848220,Gregory,2019-05-24,LUXURY APT w PRIVATE GARDEN NYC UES,Entire home/apt,160,Manhattan,Upper East Side
848718,Keturah,2019-06-06,Spacious & Comfy by Prospect Park,Private room,75,Brooklyn,Prospect-Lefferts Gardens
848722,Celeste,2019-06-07,Lovely BR In The ❤ Of Flushing! Free Metro Card,Private room,45,Queens,Flushing
849409,Bernard,2019-07-01,Spacious garden appartment brooklyn,Entire home/apt,120,Brooklyn,Prospect Heights
849603,Ayana,2019-06-15,Spacious Crown Heights Apartment,Entire home/apt,100,Brooklyn,Crown Heights
850097,Taleah,2019-04-10,Beautiful 1BD in the West Village,Entire home/apt,235,Manhattan,West Village
850148,Julie,2019-05-04,1 ROOM IN AMAZING ARTIST NYC LOFT,Private room,85,Brooklyn,Williamsburg
850338,Thomas,2019-06-20,Authentic Luxury Designed Loft,Entire home/apt,145,Brooklyn,Williamsburg
850517,Brendan,2019-05-20,3 Bedroom Duplex/ 2 Baths and 2 LR,Entire home/apt,289,Brooklyn,Bushwick
850712,Mario,2019-06-30,Cute Studio Greenwich Village NYC,Entire home/apt,120,Manhattan,Greenwich Village
850943,Julie,2019-04-22,ARTIST TRENDY NYC LOFT,Entire home/apt,149,Brooklyn,Williamsburg
851784,Ks & Eli,2019-07-04,Designer's spacious Manhattan apt.,Entire home/apt,99,Manhattan,Washington Heights
852118,Hannah,2019-05-19,Spacious 3 Bedroom Prospect Brooklyn near subway,Entire home/apt,150,Brooklyn,Crown Heights
852632,Raymond,2019-07-01,Gowanis Urban Oasis,Shared room,44,Brooklyn,Gowanus
852949,Sandi,2019-05-15,INCREDIBLY LOCATED GREENWICH/WEST VILLAGE APT.!,Entire home/apt,195,Manhattan,Greenwich Village
854033,Eddie,2019-04-21,1 BR in large full floor apartment,Private room,100,Manhattan,Civic Center
854253,Cristian,2019-04-30,Great Lrg Apt next to Park/Subway,Entire home/apt,60,Brooklyn,Flatbush
854521,Samuel,2019-07-04,"Room, Central Location, Priv. Entry",Private room,62,Manhattan,Harlem
855549,Robert,2019-07-05,"Have the 1st floor of a two floor duplex,",Private room,88,Manhattan,Upper West Side
855919,Marina,2019-07-01,Lovely Apt. in the heart of Harlem,Entire home/apt,125,Manhattan,Harlem
856440,Peter,2019-05-02,YOUR OWN PLACE WITH VIEWS OF CENTRAL PARK,Entire home/apt,176,Manhattan,Hell's Kitchen
857696,Sergio,2019-06-26,PRIVATE LARGE-MODERN-CLEAN master bedroom,Private room,51,Manhattan,East Harlem
858223,Ally,2019-06-08,Entire flat west village,Entire home/apt,200,Manhattan,Chelsea
858695,Douglas,2019-06-20,Very Large Private Room on quiet st,Private room,30,Bronx,Mount Eden
859596,Aaron,2019-07-02,Quiet room w/ 2 beds +light near subway+ museums,Private room,100,Manhattan,East Harlem
860163,Judith,2019-07-02,Manhattan Studio Apartment: 2 Adults $125,Entire home/apt,125,Manhattan,East Harlem
860827,Claire,2019-06-22,carriage house apartment,Entire home/apt,170,Brooklyn,Clinton Hill
862890,Rachel...You Can Call Me Kaya :),2019-05-31,Private bedroom w/ king size bed + pvt bathroom,Private room,150,Manhattan,Washington Heights
864790,Nicole,2019-05-25,PEACEFUL SHARE BY CENTRAL PARK,Private room,125,Manhattan,Upper West Side
864981,Chandle,2019-05-26,Cozy Room in Charming Brownstone,Private room,68,Brooklyn,Sunset Park
865355,George,2019-04-30,Spacious and Comfortable Room!,Private room,90,Manhattan,Harlem
866890,Ben,2019-07-05,Budget/diamond in heart of Harlem,Private room,65,Manhattan,Harlem
867721,Ines,2019-06-30,Comfortable Modern Room in Bed-Stuy,Private room,65,Brooklyn,Bedford-Stuyvesant
867769,Ines,2019-05-21,Full Bedroom in Bed-Stuy,Private room,65,Brooklyn,Bedford-Stuyvesant
873465,Maria,2019-05-19,Cute & Comfortable One Bedroom,Entire home/apt,115,Brooklyn,Flatbush
873701,Becky,2019-06-11,"Chic, quiet 1BR with patio (steps from the subway)",Entire home/apt,140,Brooklyn,Crown Heights
874683,Alvin,2019-06-30,Spacious Bushwick Duplex Apartment,Private room,62,Brooklyn,Bushwick
874706,Joan,2019-07-01,Fully Updated Modern 1 Bedroom Apartment,Entire home/apt,95,Brooklyn,Kensington
875111,Michael,2019-01-27,1-bedroom apt in Clinton Hill,Entire home/apt,100,Brooklyn,Bedford-Stuyvesant
875567,Marise,2019-06-09,Cozy West Village Studio Apartment,Entire home/apt,113,Manhattan,West Village
876355,Vivian,2019-01-19,Large 1BR Columbia University,Entire home/apt,108,Manhattan,Morningside Heights
876565,Ines,2019-06-30,Spacious Comfy Bedroom in Bed-Stuy,Private room,62,Brooklyn,Bedford-Stuyvesant
877135,Hoonju / Co Host: Jose,2019-06-16,Williamsburg 1br APT,Entire home/apt,95,Brooklyn,Williamsburg
880256,Rochelle,2019-01-02,Beautiful Trendy 2br Harlem Apt.,Entire home/apt,165,Manhattan,Harlem
880424,Jeremy,2019-06-04,★Beautiful Home Away From Home★,Private room,60,Brooklyn,Prospect-Lefferts Gardens
882209,Nikki,2019-05-04,Gorgeous Williamsburg Apartment,Private room,80,Brooklyn,Williamsburg
882559,Idan,2019-06-24,Private bedroom&bathroom in the heart of Manhattan,Private room,110,Manhattan,Hell's Kitchen
883306,Autumn,2019-06-17,1  Bedroom in Clinton Hill Share,Private room,79,Brooklyn,Clinton Hill
883423,Antoinette,2019-05-04,Clean and charming apartment  in Carroll Gardens,Entire home/apt,140,Brooklyn,Carroll Gardens
883517,Julie,2019-07-06,3 Bedroom Upper West Side Gem,Entire home/apt,339,Manhattan,Upper West Side
886808,Christina,2019-06-14,"Free Metrocard*, Safe & Affordable",Private room,55,Queens,Flushing
886833,Christina,2019-07-05,"Private Suite, Free Metrocard*",Entire home/apt,81,Queens,Flushing
887129,Jon,2019-06-30,Comfortable and Large Duplex with Private Terrace,Entire home/apt,191,Brooklyn,Williamsburg
887292,Robert,2019-05-08,2 Bedroom Bushwick Apartment,Entire home/apt,139,Brooklyn,Bushwick
888583,Caroline,2019-01-01,Gorgeous Greenpoint Railroad,Entire home/apt,120,Brooklyn,Greenpoint
888905,Elisa,2019-06-19,"Sunny bedroom, next to subway and Central Park",Private room,60,Manhattan,East Harlem
890839,Andrew,2019-05-28,"Spacious, duplex townhouse w large garden oasis",Entire home/apt,295,Brooklyn,Crown Heights
891117,Jj,2019-06-15,Private Bedroom in Manhattan,Private room,49,Manhattan,Harlem
892704,Richelle & Neil,2019-07-05,Enjoy Brownstone Brooklyn!,Entire home/apt,120,Brooklyn,Bedford-Stuyvesant
893413,Martin,2019-07-01,Architecturally Stunning Former Synagogue!,Entire home/apt,2500,Manhattan,East Village
894015,Damon And Kent,2019-06-22,Boldera: Your Home Away From Home,Entire home/apt,107,Brooklyn,Bedford-Stuyvesant
894063,Lacey,2019-05-27,"Penthouse patio,city view,BIG bed",Private room,98,Brooklyn,Williamsburg
895386,Jeanine,2019-06-21,NYC-THE BEST: Stay in Comfy Apt Manhattan-Harlem!,Entire home/apt,170,Manhattan,Harlem
898669,Brian,2019-03-24,Hip Modern West Village Apartment,Entire home/apt,150,Manhattan,West Village
898861,Jeanette & Henry,2019-06-19,"Private One Bedroom Suite, 45 min from City",Entire home/apt,63,Queens,Briarwood
900383,Selam,2019-04-11,Brooklyn-Bedstuy-Studio,Shared room,110,Brooklyn,Bedford-Stuyvesant
903947,Jj,2019-06-23,Beautiful Bedroom in Manhattan,Private room,49,Manhattan,Harlem
903972,Jj,2019-06-21,Great Bedroom in Manhattan,Private room,49,Manhattan,Harlem
905425,Painter,2019-06-19,PAINTERS PARADISE / GREENPOINT,Entire home/apt,160,Brooklyn,Greenpoint
905947,Shelley,2019-06-10,CHIC ROOM IN BROOKLYN BROWNSTONE,Private room,38,Brooklyn,Flatbush
906038,Joy,2019-05-22,Central Pk West-Convenient 1 BR,Entire home/apt,170,Manhattan,Upper West Side
906058,Irene,2019-06-23,Columbia area room pvt bath & entry,Private room,105,Manhattan,Morningside Heights
907966,Joseph,2019-07-02,1 rm @ 3BR artist loft williamsburg,Private room,50,Brooklyn,Greenpoint
911092,Darina,2019-06-23,Avenue A Apartment,Entire home/apt,145,Manhattan,East Village
912376,Maria,2019-01-03,Room in cool Bushwick loft!,Private room,51,Brooklyn,Bedford-Stuyvesant
915020,Roslyn,2019-07-07,Garden Apartment in Park Slope,Entire home/apt,150,Brooklyn,South Slope
917058,Darla,2019-01-01,Charming Greenwich Village studio,Entire home/apt,225,Manhattan,Greenwich Village
918049,Liz,2019-06-23,Union Sq European Serene apt,Entire home/apt,250,Manhattan,Chelsea
918239,Rachel,2019-06-10,Cozy bedroom in Artist Loft,Private room,56,Brooklyn,Williamsburg
918426,Mitty,2019-06-16,IDEAL AREA!Reviews! LARGE btfl room,Private room,70,Brooklyn,Prospect Heights
919491,Kevin,2019-06-18,Park Slope LARGEST (private) SHARE IN PARK SLOPE,Private room,70,Brooklyn,Park Slope
919830,Eduardo,2019-06-28,1br in a 2br apartment in Chelsea (23/7),Private room,125,Manhattan,Chelsea
919978,Time Square,2019-06-10,2bdrm + Patio/BackYard/Time Square/1st Floor,Entire home/apt,399,Manhattan,Hell's Kitchen
921441,Michelle,2019-06-21,Artsy Bedroom/Office in WaHi,Private room,75,Manhattan,Washington Heights
921585,Stelian & Deanna,2019-06-24,Cosmopolitan Brownstone Sanctuary,Entire home/apt,280,Brooklyn,Bedford-Stuyvesant
921624,Emmanuel,2019-02-23,Rare Spacious Quiet Prime Williamsburg Duplex Loft,Entire home/apt,220,Brooklyn,Williamsburg
921862,George,2019-05-31,Breathtaking view of New York city,Entire home/apt,190,Manhattan,Upper West Side
923566,Cody,2019-01-04,Sunlit Central Park Apartment,Entire home/apt,200,Manhattan,Upper West Side
923979,Tzvi,2019-07-05,"Private Studio Near JFK, LGA & Subway  Not A Bsmnt",Entire home/apt,77,Queens,Briarwood
924600,Gloria,2019-06-15,"Sunny, private room in Brooklyn!",Private room,35,Brooklyn,Bedford-Stuyvesant
924658,Gloria,2019-06-01,"Bright, airy room share in Brooklyn",Shared room,30,Brooklyn,Bedford-Stuyvesant
925240,Jonathan,2019-06-24,Artist Loft - Union Square,Entire home/apt,295,Manhattan,East Village
925730,L,2019-06-10,Large studio all to yourself,Entire home/apt,160,Manhattan,Chinatown
927408,Erica,2019-02-16,"Large Cozy Room #1, Landmark Home 1 block to PRATT",Private room,98,Brooklyn,Clinton Hill
927987,Meg,2019-06-10,Bright Doorman One Bedroom on Upper East Side,Entire home/apt,230,Manhattan,Upper East Side
929032,Lucas,2019-06-18,Dumbo | Spacious private room w/ private bathroom,Private room,60,Brooklyn,Vinegar Hill
931642,Min,2019-06-23,Murray Hill Garden Apt. MANHATTAN,Private room,118,Manhattan,Murray Hill
933129,Sandra,2019-05-31,Fort Greene Jewel,Entire home/apt,195,Brooklyn,Fort Greene
933861,Nick & Jim,2019-06-24,Hell's Kitchen Hideaway - Private Entrance,Private room,85,Manhattan,Hell's Kitchen
936218,Anthony,2019-06-30,Clean-Furnished Room Near The Apollo (W 125th St.),Private room,55,Manhattan,Harlem
937678,Michael,2019-07-01,Bushwick Loft,Entire home/apt,155,Brooklyn,Bushwick
938022,Gregory,2019-06-16,Private Bedroom in Williamsburg,Private room,99,Brooklyn,Williamsburg
939657,Diane And Craig,2019-05-31,Behind the Red Door II,Entire home/apt,140,Manhattan,Harlem
939724,Kayla,2019-05-19,Stylish Room-Artist/Designers' Flat,Private room,85,Brooklyn,Bedford-Stuyvesant
940115,Ni,2019-06-29,Cozy Studio in the Heart of Crown Heights,Entire home/apt,75,Brooklyn,Crown Heights
940116,Chandle,2019-04-28,Bright Room in Historic Brownstone,Private room,53,Brooklyn,Sunset Park
941179,Michael,2019-05-20,Clean & Cozy Brooklyn 1 BR Gem  - Great location!,Entire home/apt,150,Brooklyn,Crown Heights
941642,Rod,2019-06-11,HELL'S KITCHEN STUDIO for 2 or 3,Entire home/apt,179,Manhattan,Hell's Kitchen
944040,Rusty,2019-06-23,Entire 1.5 Br Apt- Crown Heights - Franklin Ave,Entire home/apt,135,Brooklyn,Crown Heights
944049,Andrew,2019-07-01,Beautiful 1BR in Prime West Village,Entire home/apt,200,Manhattan,West Village
944755,William M.,2019-05-18,STUDIO APT 1. IN PROSPECT LEFFERTS GARDENS,Entire home/apt,100,Brooklyn,Prospect-Lefferts Gardens
944840,Kevin,2019-01-29,Dumbo Loft With A Beautiful View,Entire home/apt,134,Brooklyn,DUMBO
945297,Seth,2019-06-22,East Village Gay Friendly Dbl Room,Private room,100,Manhattan,East Village
947810,Georgina,2019-06-03,Seeking Short Term Roommate on UES,Private room,50,Manhattan,Upper East Side
947963,Brian,2019-06-09,Sunny WILLIAMSBURG Room near SUBWAY,Private room,50,Brooklyn,Williamsburg
949713,Tal,2019-06-01,Luxury Duplex Loft w. Private Roof & Amazing Views,Entire home/apt,400,Brooklyn,Gowanus
951365,Alice,2019-05-19,Bushwick/Ridgewood aprtmt w parking,Entire home/apt,115,Queens,Ridgewood
951944,Dom,2019-07-05,Quiet Studio in Prime SoHo,Entire home/apt,235,Manhattan,SoHo
953951,Nicole,2019-07-01,West Village Large 1BR,Entire home/apt,250,Manhattan,West Village
956412,Dikla,2019-06-21,Charming Bright 2BR apt- sleeps 6,Entire home/apt,189,Brooklyn,DUMBO
957002,Sabrina,2019-06-21,Cozy PRIVATE Studio Apartment UWS and Jazz Tour.,Entire home/apt,100,Manhattan,Upper West Side
957642,Natasha,2019-06-09,Large bedroom/Heart of Brooklyn,Private room,49,Brooklyn,Prospect-Lefferts Gardens
959478,Michelle,2019-02-01,"Chic, Cozy LES 1BR. Weekly clean included!",Entire home/apt,87,Manhattan,Chinatown
959871,Derek,2019-01-01,Bask in the light! Studio bedroom in Williamsburg,Private room,120,Brooklyn,Williamsburg
962045,Deanna,2019-06-28,"Private Room & Coffee, only 3 blocks to Train",Private room,62,Brooklyn,Bushwick
964379,Rosana,2019-02-28,WATER VIEWS 3 BED HOME W/ PARKING,Entire home/apt,130,Brooklyn,Bay Ridge
968848,Mark,2019-02-03,"Cozy private room in 2 Bedroom, BK",Private room,64,Brooklyn,Prospect Heights
971158,Liya,2019-06-23,Sunny room with private bathroom,Private room,100,Manhattan,Harlem
971247,Larry,2019-07-03,Sunny Artist Live/Work Apartment,Entire home/apt,190,Manhattan,Upper West Side
973535,Gonzalo And Nora,2019-07-02,"Garden Apt, 5 mins from LaGuardia",Entire home/apt,99,Queens,East Elmhurst
975229,Timothy,2019-06-16,Prime East Village location w/backyard garden!,Entire home/apt,159,Manhattan,East Village
975250,Deacon,2019-05-13,Bushwick Duplex 2,Private room,70,Brooklyn,Bushwick
975965,John,2019-06-21,Great Room in Lively East Village,Private room,91,Manhattan,East Village
976242,Anna,2019-01-02,Cozy East Village Haven,Entire home/apt,200,Manhattan,East Village
977870,Matthew,2019-06-23,Upper West Side Pied A Terre /NYC,Entire home/apt,169,Manhattan,Upper West Side
978062,Betsy,2019-01-01,West Village 1 BR Apartment,Entire home/apt,249,Manhattan,West Village
978386,Yiota,2019-07-03,"A GEM Garden Apt on Broadway & 42ST QUEENS, NY",Entire home/apt,85,Queens,Astoria
978615,Rosa,2019-06-15,NICE ROOM IN ASTORIA NEAR MANHATTAN,Private room,81,Queens,Astoria
980098,Lynn,2019-07-02,Quiet ST MARK'S PLACE ARTIST'S GEM,Entire home/apt,199,Manhattan,East Village
983625,Brinton,2019-06-04,Great Studio in the heart of Harlem,Entire home/apt,135,Manhattan,Harlem
